"Type","Family id","Family name","Target id","Target name","Subunits","Target systematic name","Target abbreviated name","synonyms","HGNC id","HGNC symbol","HGNC name","Human genetic localisation","Human nucleotide RefSeq","Human protein RefSeq","Human SwissProt","Human Entrez Gene","RGD id","RGD symbol","RGD name","Rat genetic localisation","Rat nucleotide RefSeq","Rat protein RefSeq","Rat SwissProt","Rat Entrez Gene","MGI id","MGI symbol","MGI name","Mouse genetic localisation","Mouse nucleotide RefSeq","Mouse protein RefSeq","Mouse SwissProt","Mouse Entrez Gene"
"gpcr","4","Adrenoceptors","22","&alpha;<sub>1A</sub>-adrenoceptor","","","","&alpha;<sub>1c</sub>|&alpha;<sub>1a</sub>|ADRA1C|ADRA1L1|adrenergic alpha 1c receptor|adrenergic receptor alpha 1c|alpha 1A-adrenoceptor|alpha 1A-adrenoreceptor|alpha 1C-adrenergic receptor|alpha-1A adrenergic receptor","277","ADRA1A","adrenoceptor alpha 1A","8p21-p11.2","NM_000680","NP_000671","P35348","148","2055","Adra1a","adrenoceptor alpha 1A","15p12","NM_017191","NP_058887","P43140","29412","MGI:104773","Adra1a","adrenergic receptor, alpha 1a","14 D1","NM_013461","NP_038489","P97718","11549"
"gpcr","4","Adrenoceptors","23","&alpha;<sub>1B</sub>-adrenoceptor","","","","adrenergic alpha 1B receptor|alpha 1B-adrenoceptor|alpha 1B-adrenoreceptor|alpha1B-adrenergic receptor","278","ADRA1B","adrenoceptor alpha 1B","5q23-q32","NM_000679","NP_000670","P35368","147","2054","Adra1b","adrenoceptor alpha 1B","10q21","NM_016991","NP_058687","P15823","24173","MGI:104774","Adra1b","adrenergic receptor, alpha 1b","11 B1.1","NM_007416","NP_031442","P97717","11548"
"gpcr","4","Adrenoceptors","24","&alpha;<sub>1D</sub>-adrenoceptor","","","","&alpha;<sub>1a/d</sub>-adrenoceptor|&alpha;<sub>1A</sub>-adrenoceptor|&alpha;<sub>1A/D</sub>|ADRA1|ADRA1A|ADRA1R|Adrd1|adrenergic receptor delta1|alpha 1D-adrenoceptor|alpha 1D-adrenoreceptor|Adra-1|alpha1D-AR|Gpcr8","280","ADRA1D","adrenoceptor alpha 1D","20p13","NM_000678","NP_000669","P25100","146","62064","Adra1d","adrenoceptor alpha 1D","3q36","NM_024483","NP_077809","P23944","29413","MGI:106673","Adra1d","adrenergic receptor, alpha 1d","2 F1","NM_013460","NP_038488","P97714","11550"
"gpcr","4","Adrenoceptors","25","&alpha;<sub>2A</sub>-adrenoceptor","","","","&alpha;<sub>2D</sub>|ADRA2|ADRA2R|Adrenergic alpha 2A receptor|Adra-2|Adra-2a|alpha2A|alpha2A-adrenergic receptor|alpha2A-AR","281","ADRA2A","adrenoceptor alpha 2A","10q24-q26","NM_000681","NP_000672","P08913","150","2056","Adra2a","adrenoceptor alpha 2A","1","NM_012739","NP_036871","P22909","25083","MGI:87934","Adra2a","adrenergic receptor, alpha 2a","19 D2","NM_007417","NP_031443","Q01338","11551"
"gpcr","4","Adrenoceptors","26","&alpha;<sub>2B</sub>-adrenoceptor","","","","&alpha;<sub>2</sub>-C2|ADRA2L1|ADRA2RL1|Adrenergic alpha2B- receptor class III|alpha-2B adrenergic receptor|alpha-2B adrenoreceptor|alpha-2BAR|Adra-2b|alpha2B","282","ADRA2B","adrenoceptor alpha 2B","2p13-q13","NM_000682","NP_000673","P18089","151","2057","Adra2b","adrenoceptor alpha 2B","3q36","NM_138505","NP_612514","P19328","24174","MGI:87935","Adra2b","adrenergic receptor, alpha 2b","2 F1","NM_009633","NP_033763","P30545","11552"
"gpcr","4","Adrenoceptors","27","&alpha;<sub>2C</sub>-adrenoceptor","","","","&alpha;<sub>2</sub>-C4|ADRA2L2|ADRA2RL2|Adrenergic alpha2C- receptor class I|alpha-2 adrenergic receptor subtype C4|alpha-2C adrenergic receptor|alpha-2C adrenoreceptor|Adra-2c","283","ADRA2C","adrenoceptor alpha 2C","4p16","NM_000683","NP_000674","P18825","152","2058","Adra2c","adrenoceptor alpha 2C","14q21","NM_138506","NP_612515","P22086","24175","MGI:87936","Adra2c","adrenergic receptor, alpha 2c","5 B2","NM_007418","NP_031444","Q01337","11553"
"gpcr","4","Adrenoceptors","28","&beta;<sub>1</sub>-adrenoceptor","","","","ADRB1R|Adrenergic receptor beta 1|B1AR|beta-1 adrenergic receptor|beta-1 adrenoreceptor|Adrb-1|beta 1-AR","285","ADRB1","adrenoceptor beta 1","10q24-q26","NM_000684","NP_000675","P08588","153","2059","Adrb1","adrenoceptor beta 1","1q55","NM_012701","NP_036833","P18090","24925","MGI:87937","Adrb1","adrenergic receptor, beta 1","19 D2","NM_007419","NP_031445","P34971","11554"
"gpcr","4","Adrenoceptors","29","&beta;<sub>2</sub>-adrenoceptor","","","","ADRB2R|ADRBR|B2AR|beta-2 adrenergic receptor|beta-2 adrenoreceptor|Adrb-2|beta 2-AR|Gpcr7|adrenoceptor beta 2, surface","286","ADRB2","adrenoceptor beta 2","5q31-q32","NM_000024","NP_000015","P07550","154","2060","Adrb2","adrenoceptor beta 2","18q12.1","NM_012492","NP_036624","P10608","24176","MGI:87938","Adrb2","adrenergic receptor, beta 2","18 E1","NM_007420","NP_031446","P18762","11555"
"gpcr","4","Adrenoceptors","30","&beta;<sub>3</sub>-adrenoceptor","","","","atypical &beta;-adrenoceptor|ADRB|beta-3 adrenoreceptor|Adrb-3|beta 3-AR|beta3-adrenergic receptor","288","ADRB3","adrenoceptor beta 3","8p12-p11.2","NM_000025","NP_000016","P13945","155","2061","Adrb3","adrenoceptor beta 3","16q12.3","NM_013108","NP_037240","P26255","25645","MGI:87939","Adrb3","adrenergic receptor, beta 3","8 A2-A4","NM_013462","NP_038490","P25962","11556"
"gpcr","6","Angiotensin receptors","34","AT<sub>1</sub> receptor","","","","AG2S|AT2R1|AT2R1A|HAT1R|Agtr1|angiotensin II type-1 receptor|angiotensin II type-1A receptor|angiotensin II type-1B receptor|AT3|type-1A angiotensin II receptor|type-1B angiotensin II receptor|vascular type-1 angiotensin II receptor|Agtr-1b|Angtr-1b|Angtr-1a|AT1AR|AT1BR|Type-1 angiotensin II receptor|Agtr-1a|angiotensin II receptor, type 1|angiotensin II receptor, type 1b|angiotensin II receptor, type 1a|angiotensin II receptor","336","AGTR1","angiotensin II receptor type 1","3q21-q25","NM_000685","NP_000676","P30556","185","2070|2071","Agtr1a|Agtr1b","angiotensin II receptor, type 1a|angiotensin II receptor, type 1b","17q12|2q24","NM_031009|NM_030985","NP_112271|NP_112247","P29089|P25095","81638|24180","MGI:87964|MGI:87965","Agtr1a|Agtr1b","angiotensin II receptor, type 1a|angiotensin II receptor, type 1b","13 16.0 cM|3 7.6 cM","NM_175086|NM_177322","NP_780295|NP_796296","P29755|P29754","11608|11607"
"gpcr","6","Angiotensin receptors","35","AT<sub>2</sub> receptor","","","","MRX88|angiotensin receptor 2|angiotensin II type 2 receptor|AT2R|AT2-R|AT2 receptor|Agtr2|angiotensin II receptor, type 2|angiotensin II receptor","338","AGTR2","angiotensin II receptor type 2","Xq22-q23","NM_000686","NP_000677","P50052","186","2072","Agtr2","angiotensin II receptor, type 2","Xq34","NM_012494","NP_036626","P35351","24182","MGI:87966","Agtr2","angiotensin II receptor, type 2","X12.5cM","NM_007429","NP_031455","P35374","11609"
"gpcr","7","Apelin receptor","36","apelin receptor","","","","angiotensin receptor-like 1|AGTRL1|APJ|APJR|angiotensin II receptor-like 1|B78|GPCR34|G-protein coupled receptor APJ|msr/apj","339","APLNR","apelin receptor","11q12","NM_005161","NP_005152","P35414","187","621645","Aplnr","apelin receptor","3q24","NM_031349","NP_112639","Q9JHG3","83518","MGI:1346086","Aplnr","apelin receptor","2 E1","NM_011784","NP_035914","Q9WV08","23796"
"gpcr","8","Bile acid receptor","37","GPBA receptor","","","","BG37|hGPCR19|M-BAR|TGR5|GPCR19|GPR131|GPBAR1|G protein-coupled bile acid receptor 1|membrane-type receptor for bile acids","19680","GPBAR1","G protein-coupled bile acid receptor 1","2q35","NM_170699","NP_001070662","Q8TDU6","151306","631400","Gpbar1","G protein-coupled bile acid receptor 1","9q33","NM_177936","NP_808797","Q80T02","338443","MGI:2653863","Gpbar1","G protein-coupled bile acid receptor 1","1 C4","NM_174985","NP_778150","Q80SS6","227289"
"gpcr","9","Bombesin receptors","38","BB<sub>1</sub> receptor","","","","NMB-R|BB1|neuromedin B receptor|neuromedin-B-preferring bombesin receptor","7843","NMBR","neuromedin B receptor","6q21-qter","NM_002511","NP_002502","P28336","4829","3181","Nmbr","neuromedin B receptor","1p13","NM_012799","NP_036931","P24053","25264","MGI:1100525","Nmbr","neuromedin B receptor","10 A2","NM_008703","NP_032729","O54799","18101"
"gpcr","9","Bombesin receptors","39","BB<sub>2</sub> receptor","","","","GRP-R|BB2|GRP-preferring bombesin receptor|Gastrin-releasing peptide receptor|gastrin-releasing peptide receptor","4609","GRPR","gastrin releasing peptide receptor","Xp22.2-p22.13","NM_005314","NP_005305","P30550","2925","2750","Grpr","gastrin releasing peptide receptor","Xq21","NM_012706","NP_036838","P52500","24938","MGI:95836","Grpr","gastrin releasing peptide receptor","X F4","NM_008177","NP_032203","P21729","14829"
"gpcr","9","Bombesin receptors","40","BB<sub>3</sub> receptor","","","","bb3|bombesin receptor subtype-3|bombesin like receptor 3","1113","BRS3","bombesin receptor subtype 3","Xq26-q28","NM_001727","NP_001718","P32247","680","628645","Brs3","bombesin receptor subtype 3","Xq36","NM_152845","NP_690058","Q8K418","260319","MGI:1100501","Brs3","bombesin-like receptor 3","X A7.1-A7.2","NM_009766","NP_033896","O54798","12209"
"gpcr","10","Bradykinin receptors","41","B<sub>1</sub> receptor","","","","B1BKR|BKR1|B1R|kinin B1 receptor","1029","BDKRB1","bradykinin receptor B1","14q32.1-q32.2","NM_000710","NP_000701","P46663","623","620401","Bdkrb1","bradykinin receptor B1","6q32","NM_030851","NP_110478","P97583","81509","MGI:88144","Bdkrb1","bradykinin receptor, beta 1","12 F1","NM_007539","NP_031565","Q61125","12061"
"gpcr","10","Bradykinin receptors","42","B<sub>2</sub> receptor","","","","B2BKR|B2BRA|BK-2 receptor|BK2R","1030","BDKRB2","bradykinin receptor B2","14q32.1-q32.2","NM_000623","NP_000614","P30411","624","2201","Bdkrb2","bradykinin receptor B2","6q32","NM_173100","NP_775123","P25023","25245","MGI:102845","Bdkrb2","bradykinin receptor, beta 2","12 E","NM_009747","NP_033877","P32299","12062"
"gpcr","11","Calcitonin receptors","43","CT receptor","","","","CTRI1-|CTR2|C1A/C1B|CT-R|calcitonin receptor|CTR","1440","CALCR","calcitonin receptor","7q21.3","NM_001742","NP_001733|NP_001158209","P30988","799","621001","Calcr","calcitonin receptor","4q13","NM_001034015|NM_053816","NP_001029187|NP_446268","P32214","116506","MGI:101950","Calcr","calcitonin receptor","6 A1","NM_007588","NP_031614","Q60755","12311"
"gpcr","11","Calcitonin receptors","44","AMY<sub>1</sub> receptor","RAMP1|CT receptor","","","CTR/RAMP1","","","","","","","","","","","","","","","","","","","","","","","",""
"gpcr","11","Calcitonin receptors","45","AMY<sub>2</sub> receptor","RAMP2|CT receptor","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"gpcr","11","Calcitonin receptors","46","AMY<sub>3</sub> receptor","RAMP3|CT receptor","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"gpcr","11","Calcitonin receptors","47","calcitonin receptor-like receptor","","","","CLR (unofficial abbreviation in common use)|CRLR","16709","CALCRL","calcitonin receptor like receptor","2q32.1","NM_005795","NP_005786","Q16602","10203","2255","Calcrl","calcitonin receptor like receptor","3q24","NM_012717","NP_036849","Q63118","25029","MGI:1926944","Calcrl","calcitonin receptor-like","2 D","NM_018782","NP_061252","Q9R1W5","54598"
"gpcr","11","Calcitonin receptors","48","CGRP receptor","RAMP1|calcitonin receptor-like receptor","","","CGRP<sub>1</sub>","","","","","","","","","","","","","","","","","","","","","","","",""
"gpcr","11","Calcitonin receptors","49","AM<sub>1</sub> receptor","RAMP2|calcitonin receptor-like receptor","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"gpcr","11","Calcitonin receptors","50","AM<sub>2</sub> receptor","RAMP3|calcitonin receptor-like receptor","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"gpcr","12","Calcium-sensing receptor","54","CaS receptor","","","","CaR|GPRC2A|extracellular calcium-sensing receptor|divalent cation-sensing receptor|calcium-sensing receptor","1514","CASR","calcium sensing receptor","3q21-q24","NM_000388","NP_000379","P41180","846","2277","Casr","calcium-sensing receptor","11q22","NM_016996","NP_058692","P48442","24247","MGI:1351351","Casr","calcium-sensing receptor","16 B3","NM_013803","NP_038831","Q9QY96","12374"
"gpcr","13","Cannabinoid receptors","56","CB<sub>1</sub> receptor","","","","Central cannabinoid receptor|Neuronal cannabinoid receptor|THC receptor|CB-R|Cann6|SKR6R|CB1R|Cann7","2159","CNR1","cannabinoid receptor 1","6q14-q15","NM_016083","NP_057167","P21554","1268","2369","Cnr1","cannabinoid receptor 1","5q21","NM_012784","NP_036916","P20272","25248","MGI:104615","Cnr1","cannabinoid receptor 1 (brain)","4 A5","NM_007726","NP_031752","P47746","12801"
"gpcr","13","Cannabinoid receptors","57","CB<sub>2</sub> receptor","","","","rCB2|cannabinoid receptor 2 (spleen)|CB2-R|Peripheral cannabinoid receptor|cannabinoid receptor 2 (macrophage)","2160","CNR2","cannabinoid receptor 2","1p35-p36","NM_001841","NP_001832","P34972","1269","619713","Cnr2","cannabinoid receptor 2","5q36","NM_020543","NP_065418","Q9QZN9","57302","MGI:104650","Cnr2","cannabinoid receptor 2 (macrophage)","4 D3","NM_009924","NP_034054","P47936","12802"
"gpcr","338","Chemerin receptor","79","chemerin receptor","","","","Gpcr27|CMKLR1|G-protein coupled receptor ChemR23|G-protein coupled receptor DEZ|RVER1|resolvin E1 receptor|chemokine receptor-like 1|tazarotene induced gene 2 receptor|TIG2 receptor","2121","CMKLR1","chemerin chemokine-like receptor 1","12q24.1","NM_004072","NP_004063","Q99788","1240","69359","Cmklr1","chemerin chemokine-like receptor 1","12q16","NM_022218","NP_071554","O35786","60669","MGI:109603","Cmklr1","chemokine-like receptor 1","5 F","NM_008153","NP_032179","P97468","14747"
"gpcr","14","Chemokine receptors","58","CCR1","","","","CC CKR1|CKR1|MIP-1&alpha;/RANTES|MIP-1&alpha;R|CD191|CMKBR1|MIP1aR|macrophage inflammatory protein-1 alpha receptor","1602","CCR1","C-C motif chemokine receptor 1","3p21","NM_001295","NP_001286","P32246","1230","708446","Ccr1","C-C motif chemokine receptor 1","8q32","NM_020542","NP_065417","Q9JLY8","57301","MGI:104618","Ccr1","chemokine (C-C motif) receptor 1","9 F","NM_009912","NP_034042","P51675","12768"
"gpcr","14","Chemokine receptors","59","CCR2","","","","MCP-1 receptor|CC CKR2|CKR2|CD192|chemokine receptor CCR2|CCR2A|CCR2B|chemokine (C-C motif) receptor 2","1603","CCR2","C-C motif chemokine receptor 2","3p21","NM_001123396","NP_001116513|NP_001116868","P41597","1231","620876","Ccr2","C-C motif chemokine receptor 2","8q32","NM_021866","NP_068638","O55193","60463","MGI:106185","Ccr2","chemokine (C-C motif) receptor 2","9 F","NM_009915","NP_034045","P51683","12772"
"gpcr","14","Chemokine receptors","60","CCR3","","","","CC CKR3|MIP-1&alpha;RL-2 (mouse)|CKR3|CC-CKR-3|CD193|chemokine (C-C motif) receptor 3","1604","CCR3","C-C motif chemokine receptor 3","3p21.3","NM_001837","NP_001828","P51677","1232","620593","Ccr3","C-C motif chemokine receptor 3","8q32","NM_053958","NP_446410","O54814","117027","MGI:104616","Ccr3","chemokine (C-C motif) receptor 3","9 F","NM_009914","NP_034044","P51678","12771"
"gpcr","14","Chemokine receptors","61","CCR4","","","","CD194|ChemR13|C-C chemokine receptor 4|CC CKR4|chemokine (C-C motif) receptor 4","1605","CCR4","C-C motif chemokine receptor 4","3p24","NM_005508","NP_005499","P51679","1233","620594","Ccr4","C-C motif chemokine receptor 4","8q32","NM_133532","NP_598216","","171054","MGI:107824","Ccr4","chemokine (C-C motif) receptor 4","9 F3","NM_009916","NP_034046","P51680","12773"
"gpcr","14","Chemokine receptors","62","CCR5","","","","CHEMR13|CC CKR5|CKR5|CD195|MIP-1 alpha receptor|chemokine (C-C motif) receptor 5 (gene/pseudogene)","1606","CCR5","C-C motif chemokine receptor 5 (gene/pseudogene)","3p21","NM_000579","NP_000570","P51681","1234","620596","Ccr5","chemokine (C-C motif) receptor 5","8q32","NM_053960","NP_446412","O08556","117029","MGI:107182","Ccr5","chemokine (C-C motif) receptor 5","9","NM_009917","NP_034047","P51682","12774"
"gpcr","14","Chemokine receptors","63","CCR6","","","","CKR-L3|DCCR2|GPR-CY4|STRL22|DRY-6|GPR29|CD196","1607","CCR6","C-C motif chemokine receptor 6","6q27","NM_004367","NP_004358","P51684","1235","1308562","Ccr6","C-C motif chemokine receptor 6","1q11","NM_001013145","NP_001013163","Q5BK58","308163","MGI:1333797","Ccr6","chemokine (C-C motif) receptor 6","17 A1","NM_009835","NP_033965","O54689","12458"
"gpcr","14","Chemokine receptors","64","CCR7","","","","EBI-1|CD197","1608","CCR7","C-C motif chemokine receptor 7","17q12-q21.2","NM_001838","NP_001829","P32248","1236","735151","Ccr7","C-C motif chemokine receptor 7","10q31","NM_199489","NP_955783","Q6U2D6","287673","MGI:103011","Ccr7","chemokine (C-C motif) receptor 7","11 D","NM_007719","NP_031745","P47774","12775"
"gpcr","14","Chemokine receptors","65","CCR8","","","","ChemR1|CKR-L1|TER1|GPR-CY6","1609","CCR8","C-C motif chemokine receptor 8","3p22","NM_005201","NP_005192","P51685","1237","1304893","Ccr8","C-C motif chemokine receptor 8","8q32","XM_236704","XP_236704","","301066","MGI:1201402","Ccr8","chemokine (C-C motif) receptor 8","9 F4","NM_007720","NP_031746","P56484","12776"
"gpcr","14","Chemokine receptors","66","CCR9","","","","GPR 9-6|GPR28","1610","CCR9","C-C motif chemokine receptor 9","3p21.3","NM_006641","NP_006632","P51686","10803","628750","Ccr9","C-C motif chemokine receptor 9","8q32","NM_172329","NP_758832","Q8CH33","282832","MGI:1341902","Ccr9","chemokine (C-C motif) receptor 9","9 F","NM_009913","NP_034043","Q9WUT7","12769"
"gpcr","14","Chemokine receptors","67","CCR10","","","","GPR-2","4474","CCR10","C-C motif chemokine receptor 10","17q21.1-q21.3","NM_016602","NP_057686","P46092","2826","1310716","Ccr10","C-C motif chemokine receptor 10","10q32.1","NM_001108836","NP_001102306","","363682","MGI:1096320","Ccr10","chemokine (C-C motif) receptor 10","11 D","NM_007721","NP_031747","Q9JL21","12777"
"gpcr","14","Chemokine receptors","68","CXCR1","","","","IL8R<sub>A</sub>|IL-8 receptor type I|CD181|CKR-1|CXC-R1|high affinity interleukin-8 receptor A|CXCR1-like|IL-8 receptor &alpha;","6026","CXCR1","C-X-C motif chemokine receptor 1","2q35","NM_000634","NP_000625","P25024","3577","2905","Cxcr1","C-X-C motif chemokine receptor 1","9q33","NM_019310","NP_062183","P70612","54258","MGI:2448715","Cxcr1","chemokine (C-X-C motif) receptor 1","1 C3","NM_178241","NP_839972","Q810W6","227288"
"gpcr","14","Chemokine receptors","69","CXCR2","","","","IL8R<sub>B</sub>|IL-8R2|KC receptor|CD182|CXC-R2|GRO/MGSA receptor|high affinity interleukin-8 receptor B|CD128|Gpcr16|chemokine (C-X-C motif) receptor 2","6027","CXCR2","C-X-C motif chemokine receptor 2","2q35","NM_001557","NP_001548","P25025","3579","2906","Cxcr2","C-X-C motif chemokine receptor 2","9q33","NM_017183","NP_058879","P35407","29385","MGI:105303","Cxcr2","chemokine (C-X-C motif) receptor 2","1 C3","NM_009909","NP_034039","P35343","12765"
"gpcr","14","Chemokine receptors","70","CXCR3","","","","GPR9|CD183|MigR|G protein-coupled receptor 9|CXC-R3|interferon-inducible protein 10 receptor|IP-10 receptor|Cxcr3|CKR-L2|chemokine (C-X-C motif) receptor 3","4540","CXCR3","C-X-C motif chemokine receptor 3","Xq13","NM_001504","NP_001495","P49682","2833","621528","Cxcr3","C-X-C motif chemokine receptor 3","Xq31","NM_053415","NP_445867","Q9JII9","84475","MGI:1277207","Cxcr3","chemokine (C-X-C motif) receptor 3","X C3","NM_009910","NP_034040","O88410","12766"
"gpcr","14","Chemokine receptors","71","CXCR4","","","","fusin|LCR1|LESTR|HM89|HUMSTSR|CD184|NPY3R|NPYY3R|CXCR-4|CXC-R4|SDF-1 receptor|stromal cell-derived factor 1 receptor|Cmkar4|HSY3RR|chemokine (C-X-C motif) receptor 4","2561","CXCR4","C-X-C motif chemokine receptor 4","2q21","NM_003467","NP_003458","P61073","7852","620465","Cxcr4","C-X-C motif chemokine receptor 4","13q12","NM_022205","NP_071541","O08565","60628","MGI:109563","Cxcr4","chemokine (C-X-C motif) receptor 4","1 E3","NM_009911","NP_034041","P70658","12767"
